Text,Label
W803 W154 W38 W665 W13 W1632 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W3016 W2835 W32 W452 W17 W13 W161 W19 W13 W926 W4720 W4575 W593 W4719 W2987 W24 <pad> <pad> <pad> <pad>,D15
W3953 W32 W1776 W228 W19 W13 W496 W472 W703 W3628 W472 W3954 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W32 W787 W2 W796 W31 W797 W87 W798 W97 W45 W32 W799 W17 W28 W626 W19 W800 W354 W24 <pad>,D15
W534 W19 W503 W12 W34 W47 W334 W1 W2 W535 W38 W536 W154 W36 W34 W115 W204 W149 W24 <pad>,D3
W110 W1206 W26 W5234 W348 W3404 W93 W5258 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W13 W2189 W111 W433 W113 W438 W1078 W13 W244 W12 W97 W2340 W2341 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D20
W358 W386 W112 W450 W1371 W38 W867 W13 W1020 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W90 W1256 W70 W1261 W1262 W787 W408 W1214 W12 W1263 W993 W93 W494 W1205 W24 W494 <pad> <pad> <pad> <pad>,D12
W494 W110 W32 W12 W1356 W110 W1206 W494 W3647 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W90 W206 W657 W36 W2887 W12 W111 W1004 W516 W1515 W2 W308 W2888 W2882 W24 <pad> <pad> <pad> <pad> <pad>,D12
W111 W1138 W516 W526 W851 W28 W1139 W1043 W1140 W17 W930 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W111 W34 W31 W114 W495 W417 W493 W2702 W1248 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W803 W246 W19 W13 W694 W804 W97 W805 W87 W658 W806 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W58 W24 W13 W5399 W19 W13 W1770 W1509 W32 W28 W3613 W1198 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D19
W15 W1065 W45 W32 W475 W110 W32 W1206 W328 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W111 W149 W32 W441 W28 W4879 W690 W494 W4880 W4881 W494 W17 W13 W1 W597 W4708 W24 <pad> <pad> <pad>,D28
W122 W123 W110 W124 W125 W19 W13 W126 W127 W128 W32 W129 W130 W36 W13 W131 W132 W17 W133 W24,D20
W427 W90 W1846 W12 W1043 W875 W76 W2104 W183 W28 W2086 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W1747 W354 W32 W28 W4078 W4920 W19 W1796 W909 W19 W13 W1010 W19 W337 W748 W24 <pad> <pad> <pad> <pad>,D20
W13 W2328 W367 W55 W218 W38 W32 W1436 W57 W13 W1072 W1411 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W45 W1099 W47 W4228 W13 W560 W965 W204 W1477 W46 W4309 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W4179 W112 W113 W1643 W2008 W93 W2423 W12 W4180 W97 W4181 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W90 W1697 W434 W13 W494 W404 W1010 W19 W106 W494 W97 W836 W28 W1698 W17 W391 W93 W1553 W132 W24,D20
W391 W434 W28 W3543 W2 W87 W2 W84 W2 W341 W2 W13 W2 W3234 W1140 W62 <pad> <pad> <pad> <pad>,D1
W736 W3739 W4207 W49 W12 W26 W4202 W31 W113 W32 W1477 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W204 W111 W3394 W516 W1209 W154 W13 W3346 W2498 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W306 W1235 W2966 W2954 W13 W66 W2729 W1175 W281 W1016 W38 W1419 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W26 W228 W348 W3092 W32 W663 W38 W2697 W858 W1846 W574 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W475 W112 W87 W435 W387 W434 W1124 W1125 W111 W1043 W516 W495 W17 W13 W1976 W297 W1411 W461 <pad> <pad>,D16
W13 W3689 W3690 W3691 W660 W154 W13 W3692 W3286 W389 W1058 W183 W28 W337 W3042 W1372 W36 W1216 W1606 W24,D15
W110 W111 W433 W113 W904 W87 W457 W1252 W110 W114 W111 W1043 W516 W1253 W17 W45 W1254 W24 <pad> <pad>,D15
W26 W285 W32 W28 W286 W228 W97 W287 W288 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W13 W905 W666 W32 W45 W2348 W433 W1105 W32 W866 W38 W28 W2396 W2172 W2 W70 W2397 W17 W2398 W24,D20
W112 W13 W1798 W1075 W809 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W155 W111 W112 W113 W130 W36 W110 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W1536 W13 W111 W1548 W516 W2740 W2741 W2742 W12 W122 W32 W2743 W457 W2744 W1730 W1731 W47 W32 W24 <pad>,D27
W903 W32 W4462 W93 W28 W3942 W19 W13 W3933 W601 W98 W387 W183 W13 W4463 W19 W4464 W24 <pad> <pad>,D12
W17 W324 W325 W12 W1032 W2611 W47 W406 W2612 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W851 W13 W321 W852 W853 W854 W45 W32 W28 W855 W19 W680 W856 W461 <pad> <pad> <pad> <pad> <pad> <pad>,D1
W348 W149 W32 W703 W4349 W12 W36 W4213 W4350 W2552 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W5024 W12 W627 W4081 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W290 W334 W2486 W32 W45 W34 W367 W13 W3263 W1093 W204 W46 W890 W1210 W24 <pad> <pad> <pad> <pad> <pad>,D12
W345 W46 W111 W32 W113 W356 W97 W32 W526 W2869 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D17
W110 W111 W112 W113 W387 W89 W26 W47 W32 W3874 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W2220 W1582 W301 W45 W36 W110 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W110 W627 W45 W34 W32 W3506 W38 W47 W4262 W3280 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W122 W386 W528 W149 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W950 W2656 W912 W5370 W12 W905 W38 W32 W5371 W495 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W167 W87 W1285 W36 W111 W2024 W516 W2025 W12 W755 W32 W13 W1632 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W15 W228 W495 W12 W246 W1206 W90 W47 W32 W1164 W17 W1419 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W306 W12 W417 W34 W32 W391 W434 W26 W426 W12 W3306 W5033 W5028 W38 W636 W24 <pad> <pad> <pad> <pad>,D19
W2220 W39 W97 W2573 W122 W383 W89 W87 W336 W13 W495 W62 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W122 W32 W206 W1014 W253 W408 W475 W385 W1044 W17 W1730 W1731 W433 W1832 W24 <pad> <pad> <pad> <pad> <pad>,D16
W417 W3402 W97 W3403 W3404 W3405 W12 W432 W776 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W627 W87 W349 W149 W2 W26 W32 W5019 W5020 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W26 W32 W113 W2698 W38 W1730 W1731 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W1043 W1181 W36 W2077 W38 W335 W38 W2026 W38 W130 W154 W28 W2078 W1296 W24 <pad> <pad> <pad> <pad> <pad>,D20
W1776 W4042 W348 W32 W615 W38 W13 W270 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W5277 W5278 W5279 W32 W663 W38 W1926 W616 W170 W5281 W5282 W97 W3689 W5283 W188 W24 <pad> <pad> <pad> <pad>,D12
W46 W1425 W236 W13 W1305 W251 W19 W1426 W540 W1427 W12 W13 W216 W19 W1029 W12 W429 W1428 W24 <pad>,D12
W3799 W32 W206 W13 W3802 W3803 W19 W13 W3804 W3805 W3806 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W475 W16 W3502 W112 W46 W1562 W97 W128 W112 W46 W2052 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W2277 W349 W12 W386 W4437 W38 W109 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W889 W2039 W12 W90 W369 W28 W2040 W778 W19 W1398 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W1138 W110 W387 W89 W87 W47 W385 W1198 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W4738 W12 W4739 W32 W28 W4740 W2516 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D4
W46 W32 W112 W122 W3755 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W17 W2160 W3727 W3728 W3729 W97 W3730 W3731 W12 W1553 W526 W2808 W12 W3732 W24 <pad> <pad> <pad> <pad> <pad>,D20
W244 W42 W2272 W45 W259 W32 W2273 W38 W949 W1277 W1366 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W90 W214 W32 W206 W7 W17 W13 W215 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W2042 W2 W397 W218 W19 W2043 W1398 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W434 W1526 W1011 W227 W32 W7 W427 W26 W1677 W19 W13 W800 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W1419 W17 W3011 W2988 W45 W3010 W69 W1827 W97 W347 W32 W1027 W1028 W204 W13 W996 W24 <pad> <pad> <pad>,D15
W13 W150 W1524 W2778 W647 W32 W354 W17 W13 W328 W2 W2779 W2780 W17 W749 W24 <pad> <pad> <pad> <pad>,D16
W1177 W1181 W1043 W38 W1160 W13 W216 W19 W1182 W12 W1183 W12 W1004 W97 W910 W24 <pad> <pad> <pad> <pad>,D20
W112 W34 W447 W38 W47 W228 W5387 W3296 W12 W345 W375 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W38 W113 W3718 W13 W3719 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W68 W12 W532 W12 W111 W475 W32 W87 W1372 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W89 W87 W47 W113 W489 W104 W26 W2955 W12 W111 W5206 W516 W4526 W348 W32 W5226 W24 <pad> <pad> <pad>,D3
W68 W765 W412 W246 W747 W17 W149 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W2429 W2192 W433 W654 W13 W3117 W19 W13 W344 W38 W1513 W1450 W3118 W70 W3119 W24 <pad> <pad> <pad> <pad>,D20
W45 W124 W32 W844 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W346 W111 W199 W516 W5377 W280 W494 W2169 W117 W154 W131 W132 W24 W494 <pad> <pad> <pad> <pad> <pad> <pad>,D15
W13 W2554 W19 W13 W3406 W456 W848 W430 W1751 W17 W4304 W576 W848 W32 W38 W537 W28 W2961 W24 <pad>,D20
W111 W110 W32 W894 W38 W280 W111 W636 W516 W659 W47 W32 W895 W38 W32 W28 W896 W24 <pad> <pad>,D28
W47 W2008 W803 W13 W3406 W3871 W204 W3872 W38 W1124 W1043 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W35 W154 W111 W1004 W516 W1548 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W13 W333 W17 W64 W32 W334 W335 W38 W336 W337 W26 W160 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W2889 W12 W925 W317 W2288 W2905 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W3171 W457 W246 W493 W32 W3510 W1093 W57 W787 W2 W1658 W3384 W765 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W17 W3294 W38 W2982 W13 W428 W122 W32 W206 W1131 W38 W4423 W13 W4386 W2710 W19 W13 W109 W4424 W24,D15
W97 W90 W2055 W2067 W1372 W17 W1857 W2 W2068 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W2220 W2573 W383 W290 W128 W1138 W13 W2261 W383 W2569 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W296 W47 W32 W303 W304 W305 W64 W12 W306 W12 W307 W90 W308 W19 W309 W93 W310 W97 W311 W24,D16
W978 W4 W13 W66 W790 W112 W979 W122 W433 W38 W980 W13 W981 W19 W13 W926 W119 W24 <pad> <pad>,D1
W87 W88 W89 W90 W32 W91 W13 W92 W93 W90 W94 W95 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W170 W115 W192 W4849 W4850 W322 W13 W3406 W693 W13 W285 W38 W47 W32 W3068 W38 W13 W4848 W24 W188,D3
W110 W387 W122 W470 W70 W28 W2872 W12 W289 W13 W92 W36 W545 W3299 W32 W120 W1003 W952 W328 W24,D20
W141 W97 W3384 W47 W13 W1060 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W26 W5234 W32 W113 W17 W5239 W12 W5240 W12 W3049 W5241 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W90 W2158 W28 W2591 W2113 W552 W130 W154 W13 W1296 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W1004 W1538 W401 W1516 W1517 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W5117 W3428 W32 W149 W28 W5118 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W616 W12 W87 W1316 W32 W1269 W12 W2369 W97 W1450 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W1075 W12 W28 W795 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W170 W4705 W4706 W494 W607 W494 W97 W4525 W111 W3016 W516 W4707 W428 W188 W24 <pad> <pad> <pad> <pad> <pad>,D12
W110 W47 W28 W2486 W45 W13 W5053 W5383 W5384 W168 W5385 W34 W154 W13 W5386 W93 W45 W228 W24 <pad>,D20
W2544 W418 W1954 W218 W15 W226 W5123 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W108 W383 W13 W275 W19 W5269 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W110 W31 W47 W38 W1079 W290 W5122 W2929 W38 W2542 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W45 W31 W32 W28 W5052 W495 W19 W37 W507 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W111 W755 W32 W480 W2247 W2015 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W13 W319 W3553 W505 W47 W281 W2598 W12 W2418 W12 W345 W5242 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W457 W112 W87 W1513 W434 W367 W154 W480 W4701 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W2133 W3890 W3891 W434 W111 W1043 W516 W978 W38 W13 W888 W3892 W19 W3893 W4 <pad> <pad> <pad> <pad> <pad>,D12
W122 W32 W321 W115 W45 W13 W1512 W1573 W47 W2678 W28 W1003 W2697 W305 W1264 W2696 W24 <pad> <pad> <pad>,D15
W2061 W433 W32 W4119 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W112 W34 W4627 W38 W802 W28 W3011 W5380 W12 W345 W348 W26 W32 W253 W5381 W461 <pad> <pad> <pad> <pad>,D12
W110 W47 W28 W4331 W19 W1198 W68 W110 W433 W5375 W49 W13 W5376 W4 <pad> <pad> <pad> <pad> <pad> <pad>,D20
W47 W87 W537 W26 W38 W298 W1820 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W134 W7 W28 W201 W12 W202 W203 W12 W204 W205 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W13 W1722 W128 W363 W17 W13 W1419 W2 W64 W428 W47 W432 W38 W112 W93 W1017 W24 <pad> <pad> <pad>,D20
W401 W582 W42 W32 W354 W224 W97 W583 W354 W584 W17 W503 W585 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D20
W34 W32 W12 W138 W349 W12 W17 W26 W633 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D5
W346 W47 W38 W1022 W346 W5431 W154 W13 W5432 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W46 W1580 W38 W3606 W46 W97 W588 W46 W24 W2899 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W17 W13 W4283 W400 W32 W13 W51 W1364 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W89 W13 W3851 W32 W3289 W3290 W149 W32 W103 W1035 W408 W3852 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W1032 W1386 W241 W47 W977 W1387 W167 W13 W5 W1388 W17 W1389 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W112 W26 W3815 W1674 W38 W345 W3816 W204 W13 W350 W488 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W57 W13 W495 W122 W32 W401 W12 W1043 W47 W1058 W946 W55 W37 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D12
W4135 W617 W122 W787 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W110 W335 W1767 W13 W3858 W429 W392 W38 W2181 W28 W111 W3859 W516 W92 W97 W3633 W3860 W24 <pad> <pad>,D20
W89 W87 W1580 W38 W32 W2584 W12 W122 W32 W337 W38 W112 W1553 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D12
W170 W2004 W755 W36 W748 W24 W188 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W787 W12 W111 W122 W32 W113 W183 W3683 W97 W1362 W1031 W183 W349 W45 W24 <pad> <pad> <pad> <pad> <pad>,D4
W46 W47 W206 W1439 W46 W1440 W804 W93 W1338 W97 W1409 W173 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W289 W46 W786 W329 W38 W1667 W26 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W110 W47 W28 W469 W5234 W45 W666 W1101 W38 W776 W574 W345 W32 W663 W38 W28 W574 W24 <pad> <pad>,D20
W13 W4315 W615 W4316 W32 W13 W76 W767 W768 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W26 W32 W113 W28 W5053 W2 W4418 W3860 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D5
W13 W2315 W791 W441 W1667 W38 W32 W866 W13 W316 W19 W1 W2 W2309 W2321 W246 W325 W81 W24 <pad>,D12
W13 W1099 W4186 W46 W2692 W12 W2423 W12 W4284 W97 W1957 W1061 W36 W4285 W2382 W95 W24 <pad> <pad> <pad>,D20
W345 W32 W122 W1601 W38 W3930 W32 W28 W1030 W19 W3929 W3931 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W90 W2079 W127 W280 W1965 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W228 W218 W38 W259 W398 W97 W13 W1041 W2152 W17 W13 W100 W32 W2153 W12 W1820 W2154 W2155 W24 <pad>,D20
W122 W32 W13 W111 W127 W516 W2929 W36 W5373 W12 W97 W5374 W32 W4361 W24 <pad> <pad> <pad> <pad> <pad>,D3
W4983 W34 W47 W1162 W4981 W489 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W111 W45 W32 W374 W13 W3425 W19 W45 W128 W111 W112 W113 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W17 W2776 W12 W1524 W275 W17 W13 W2607 W2653 W32 W787 W2777 W38 W1109 W247 W24 <pad> <pad> <pad> <pad>,D20
W289 W13 W1161 W3292 W19 W302 W47 W3293 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D5
W110 W69 W70 W38 W336 W26 W112 W5139 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W556 W228 W47 W32 W875 W12 W13 W1954 W411 W12 W4858 W154 W55 W1723 W2158 W12 W32 W287 W4649 W24,D16
W2889 W206 W47 W38 W1379 W93 W13 W630 W49 W2890 W512 W1004 W97 W910 W17 W963 W24 <pad> <pad> <pad>,D12
W13 W4078 W640 W17 W13 W626 W12 W57 W1014 W12 W32 W2696 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W289 W38 W110 W12 W1078 W1198 W12 W46 W1361 W387 W2131 W787 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D11
W55 W19 W46 W32 W32 W56 W57 W58 W59 W19 W13 W60 W19 W13 W61 W62 <pad> <pad> <pad> <pad>,D3
W2132 W283 W28 W866 W32 W1667 W345 W145 W69 W104 W281 W181 W252 W2399 W69 W113 W32 W1058 W347 W24,D3
W17 W13 W3131 W56 W12 W334 W437 W97 W2982 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W46 W32 W703 W3628 W3606 W3653 W12 W3654 W3158 W13 W703 W3628 W3655 W12 W3656 W765 W3635 W24 <pad> <pad>,D3
W13 W4283 W400 W433 W97 W790 W32 W1383 W57 W6 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W34 W47 W627 W122 W489 W17 W4043 W97 W12 W38 W28 W725 W726 W12 W17 W4135 W24 <pad> <pad> <pad>,D12
W2899 W388 W32 W2940 W2941 W12 W2940 W2942 W97 W2943 W2944 W461 W2899 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W1586 W218 W19 W2041 W1398 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W32 W149 W921 W4476 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W347 W2474 W2475 W2476 W39 W38 W13 W2477 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W468 W19 W45 W104 W13 W1191 W47 W441 W3066 W2 W3067 W12 W754 W1364 W24 <pad> <pad> <pad> <pad> <pad>,D27
W3761 W111 W112 W113 W87 W604 W122 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W433 W87 W4251 W388 W26 W4701 W515 W4000 W305 W13 W317 W908 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W90 W2055 W2066 W1372 W17 W2060 W2 W1857 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W69 W5075 W1127 W130 W2402 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W111 W110 W32 W419 W290 W3682 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W3869 W2113 W1397 W12 W289 W3870 W1382 W97 W3080 W2 W224 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W68 W475 W32 W349 W13 W4123 W434 W1335 W27 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W90 W111 W168 W113 W904 W417 W493 W32 W406 W253 W1271 W183 W184 W38 W1035 W24 <pad> <pad> <pad> <pad>,D15
W90 W335 W383 W17 W13 W2557 W97 W47 W28 W337 W495 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W1 W2 W2315 W47 W2320 W259 W97 W32 W17 W337 W1819 W93 W13 W119 W24 <pad> <pad> <pad> <pad> <pad>,D16
W122 W32 W28 W1154 W3188 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W13 W2453 W47 W2588 W38 W1555 W13 W277 W351 W3422 W204 W4948 W736 W15 W1065 W950 W1312 W24 <pad> <pad>,D20
W36 W2015 W12 W110 W69 W70 W38 W387 W89 W5305 W345 W5306 W112 W385 W130 W154 W1895 W24 <pad> <pad>,D20
W349 W26 W32 W292 W973 W12 W183 W93 W468 W10 W2 W597 W974 W975 W24 <pad> <pad> <pad> <pad> <pad>,D20
W2044 W2 W228 W218 W19 W1343 W2 W1987 W1398 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W122 W348 W32 W663 W38 W1926 W616 W170 W5281 W5282 W97 W3689 W5283 W188 W24 <pad> <pad> <pad> <pad> <pad>,D15
W526 W851 W45 W703 W32 W113 W13 W1365 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W5221 W5286 W3002 W3553 W1886 W2697 W97 W1846 W170 W5218 W188 W5287 W278 W5288 <pad> <pad> <pad> <pad> <pad> <pad>,D20
